fecha_siniestro,fecha_pago,estado_siniestro,valor_pagado,reserva,edad,genero,uso_vehiculo,valor_asegurado,antiguedad_vehiculo,ciudad,marca,modelo
2018-07-15,2018-11-15,Cerrado,1794185,0,72,M,Comercial,59635327,10,Cartagena,Nissan,2014
2018-11-29,2018-12-29,Cerrado,2642515,0,45,M,Comercial,89800370,8,Cartagena,Mazda,2017
2019-09-15,2019-12-15,Cerrado,37935355,0,70,F,Particular,47734227,12,Bogota,Toyota,2002
2019-10-20,2020-07-20,Cerrado,1187447,0,32,M,Particular,69931922,7,Barranquilla,Toyota,2001
2019-12-05,2021-06-05,Cerrado,870353,0,50,F,Comercial,31283181,17,Medellin,Nissan,2008
2021-12-27,2022-03-27,Cerrado,38902527,0,61,M,Particular,27251303,5,Cartagena,Toyota,2015
2020-06-01,2021-01-01,Cerrado,1421952,0,19,M,Particular,34561927,15,Barranquilla,Renault,2019
2021-12-20,2021-12-20,Cerrado,1021606,0,36,F,Particular,68792754,18,Barranquilla,Chevrolet,2006
2021-06-06,2021-06-06,Cerrado,1085301,0,57,F,Particular,116786868,0,Barranquilla,Renault,2010
2019-06-08,2022-02-08,Cerrado,1236164,0,65,F,Particular,36336006,4,Barranquilla,Chevrolet,2001
2024-03-14,,Abierto,0,1085646,60,F,Particular,37001943,12,Cartagena,Mazda,2021
2020-09-16,2020-10-16,Cerrado,620157,0,35,M,Particular,46986311,11,Cartagena,Nissan,2021
2024-08-19,,Abierto,0,2682389,59,M,Particular,46824407,10,Medellin,Toyota,2019
2018-02-05,2018-03-05,Cerrado,1186405,0,23,M,Comercial,93176983,19,Medellin,Toyota,2015
2020-02-15,2021-03-15,Cerrado,807320,0,29,F,Particular,95633311,2,Cali,Mazda,2022
2018-01-28,2020-02-28,Cerrado,2374140,0,34,F,Particular,65839256,12,Medellin,Toyota,2015
2018-03-27,2018-04-27,Cerrado,2523003,0,53,M,Particular,111872418,17,Bogota,Nissan,2015
2024-02-14,2024-03-14,Cerrado,33526019,0,33,M,Comercial,58025300,8,Barranquilla,Nissan,2022
2024-06-10,,Abierto,0,1248766,62,M,Particular,117355848,15,Cartagena,Renault,2008
2023-10-29,2024-01-29,Cerrado,2296521,0,55,M,Particular,90904523,1,Bogota,Chevrolet,2002
2018-07-05,2018-12-05,Cerrado,1802115,0,61,M,Particular,109797172,18,Medellin,Renault,2020
2020-10-25,2021-01-25,Cerrado,35507033,0,19,M,Particular,71027615,18,Cali,Mazda,2018
2019-07-12,2020-04-12,Cerrado,733746,0,46,F,Particular,38245304,14,Bogota,Toyota,2016
2022-06-26,2022-08-26,Cerrado,899269,0,24,F,Particular,51320002,18,Bogota,Mazda,2004
2020-08-28,2021-02-28,Cerrado,2690440,0,72,M,Comercial,34437247,14,Cartagena,Toyota,2001
2020-10-22,2022-02-22,Cerrado,1499371,0,53,M,Particular,83977545,2,Cartagena,Toyota,2021
2018-08-05,2021-01-05,Cerrado,2713869,0,53,F,Particular,67135715,13,Cartagena,Chevrolet,2016
2018-09-14,2019-01-14,Cerrado,1376827,0,35,M,Particular,22043928,6,Bogota,Nissan,2006
2022-01-16,2022-02-16,Cerrado,2760987,0,42,M,Particular,63361893,1,Cartagena,Renault,2022
2021-12-18,2022-11-18,Cerrado,1772980,0,51,F,Particular,107176907,6,Cartagena,Chevrolet,2016
2018-11-20,2018-12-20,Cerrado,1705233,0,27,F,Particular,104776865,15,Cartagena,Toyota,2005
2022-05-24,2023-02-24,Cerrado,1676510,0,43,M,Particular,98096335,14,Bogota,Mazda,2001
2024-02-23,2024-10-23,Cerrado,1973474,0,24,M,Particular,73378080,14,Medellin,Toyota,2018
2019-05-19,2019-12-19,Cerrado,1803683,0,39,F,Particular,77691564,7,Bogota,Renault,2002
2019-11-25,2022-03-25,Cerrado,1905490,0,39,F,Particular,78549110,12,Cartagena,Nissan,2007
2020-08-16,2020-12-16,Cerrado,2704030,0,32,F,Comercial,93283452,0,Cartagena,Renault,2001
2023-08-28,2023-09-28,Cerrado,1106862,0,72,M,Particular,91016286,15,Cali,Chevrolet,2021
2023-11-25,,Abierto,0,2283963,52,F,Particular,84634534,2,Cali,Nissan,2023
2018-05-05,2018-10-05,Cerrado,602942,0,18,M,Particular,113616389,16,Bogota,Nissan,2016
2019-04-28,2019-09-28,Cerrado,2426350,0,64,F,Particular,40297738,17,Barranquilla,Mazda,2007
2024-07-26,2024-08-26,Cerrado,912941,0,70,M,Particular,83462619,2,Cartagena,Nissan,2018
2018-12-17,2019-09-17,Cerrado,2546367,0,43,M,Comercial,47821625,15,Medellin,Renault,2003
2019-10-11,2020-07-11,Cerrado,2563590,0,59,F,Particular,53748663,15,Cali,Toyota,2016
2018-08-16,2018-09-16,Cerrado,37255003,0,56,M,Particular,53150946,0,Cartagena,Mazda,2020
2023-08-26,2023-10-26,Cerrado,2280376,0,71,F,Particular,46513948,11,Medellin,Nissan,2010
2023-01-08,2023-01-08,Cerrado,1725482,0,34,F,Particular,62105458,7,Bogota,Chevrolet,2011
2019-03-01,2021-01-01,Cerrado,33135901,0,31,F,Particular,69200028,8,Medellin,Toyota,2017
2024-11-16,,Abierto,0,1896366,69,M,Particular,54647734,6,Cartagena,Chevrolet,2002
2019-12-25,2022-03-25,Cerrado,2440484,0,26,F,Particular,70618483,5,Barranquilla,Nissan,2001
2022-12-27,2023-07-27,Cerrado,1891444,0,39,M,Comercial,96601134,5,Bogota,Toyota,2018
2020-03-04,2020-08-04,Cerrado,914224,0,25,F,Comercial,106864577,5,Cartagena,Renault,2011
2018-06-26,2018-06-26,Cerrado,2018368,0,49,F,Particular,104348235,1,Cali,Chevrolet,2021
2022-05-05,2022-06-05,Cerrado,31197335,0,47,M,Particular,92609420,11,Cartagena,Renault,2018
2022-08-06,2022-09-06,Cerrado,1292546,0,45,F,Particular,64294336,13,Bogota,Nissan,2021
2019-07-18,2019-08-18,Cerrado,2447361,0,32,M,Particular,52219008,15,Cali,Chevrolet,2003
2024-03-30,2024-06-30,Cerrado,1085110,0,48,F,Particular,105683381,12,Barranquilla,Renault,2011
2024-12-13,,Abierto,0,38207093,74,M,Particular,67576351,11,Cali,Chevrolet,2007
2020-10-13,2021-06-13,Cerrado,33297616,0,66,F,Particular,98004827,7,Bogota,Toyota,2004
2019-03-20,2019-06-20,Cerrado,865459,0,69,M,Particular,91519424,15,Cali,Chevrolet,2019
2023-08-30,2024-04-30,Cerrado,1338424,0,20,F,Comercial,119133469,18,Cartagena,Mazda,2021
2018-04-21,2018-05-21,Cerrado,1243410,0,23,F,Particular,62625839,12,Medellin,Renault,2020
2024-12-09,,Abierto,0,821611,65,F,Particular,33525994,6,Cartagena,Mazda,2012
2018-03-30,2018-12-30,Cerrado,2373265,0,29,M,Particular,77327657,1,Medellin,Mazda,2022
2021-02-15,2021-09-15,Cerrado,1499011,0,55,M,Particular,68731213,1,Cartagena,Nissan,2000
2024-10-17,2024-11-17,Cerrado,856157,0,28,M,Particular,60305170,7,Barranquilla,Nissan,2020
2023-04-26,,Abierto,0,2317233,41,M,Particular,41171365,0,Cartagena,Renault,2007
2018-03-13,2018-12-13,Cerrado,31557099,0,39,F,Particular,97193004,19,Cartagena,Chevrolet,2001
2020-04-01,2020-10-01,Cerrado,693490,0,32,F,Particular,31849771,2,Cali,Toyota,2021
2020-03-26,2020-07-26,Cerrado,1952448,0,36,M,Particular,43720676,0,Barranquilla,Renault,2016
2019-02-08,2019-03-08,Cerrado,2595364,0,56,F,Comercial,54360872,12,Bogota,Mazda,2018
2022-08-26,2022-12-26,Cerrado,852575,0,68,M,Particular,61303255,2,Medellin,Toyota,2008
2018-09-08,2019-01-08,Cerrado,2522715,0,25,M,Particular,62073457,18,Barranquilla,Mazda,2021
2023-08-05,2023-08-05,Cerrado,37961351,0,53,M,Comercial,26770275,17,Cali,Renault,2017
2022-05-15,2023-02-15,Cerrado,940018,0,48,F,Particular,46357135,0,Barranquilla,Mazda,2021
2022-06-22,2022-11-22,Cerrado,2394163,0,36,F,Particular,32713342,1,Cali,Renault,2006
2023-05-08,,Abierto,0,36529725,52,M,Particular,116646484,14,Medellin,Mazda,2012
2020-05-17,2020-06-17,Cerrado,643823,0,60,M,Particular,107174668,10,Medellin,Nissan,2013
2023-03-06,2023-06-06,Cerrado,39154915,0,38,F,Particular,90668542,19,Cartagena,Renault,2019
2020-06-14,2020-09-14,Cerrado,2474902,0,41,M,Particular,83980050,13,Cali,Toyota,2015
2018-09-13,2020-03-13,Cerrado,1658224,0,34,M,Particular,99458027,4,Bogota,Mazda,2013
2023-04-16,2023-10-16,Cerrado,2008904,0,67,F,Particular,67027711,18,Bogota,Nissan,2021
2021-01-16,2021-02-16,Cerrado,1665248,0,39,M,Particular,101520276,15,Cartagena,Nissan,2009
2020-05-22,2020-09-22,Cerrado,1047510,0,38,M,Particular,75244032,4,Cartagena,Toyota,2017
2019-05-07,2021-10-07,Cerrado,1477159,0,53,M,Particular,26201912,14,Cartagena,Chevrolet,2016
2024-07-11,,Abierto,0,1393213,41,F,Particular,117884879,4,Bogota,Nissan,2010
2022-04-11,2022-04-11,Cerrado,35405315,0,49,M,Particular,39829102,9,Medellin,Mazda,2001
2021-12-01,2021-12-01,Cerrado,2793851,0,64,M,Particular,32613779,5,Bogota,Toyota,2015
2019-09-25,2019-11-25,Cerrado,2182480,0,55,F,Particular,56248529,16,Cali,Renault,2009
2021-08-05,2022-03-05,Cerrado,30757157,0,50,F,Particular,97086466,18,Medellin,Mazda,2004
2018-12-28,2019-03-28,Cerrado,1712358,0,46,M,Particular,74876636,1,Bogota,Nissan,2015
2022-01-04,2023-05-04,Cerrado,2314445,0,38,F,Particular,78625360,9,Cartagena,Renault,2009
2020-07-07,2021-02-07,Cerrado,806671,0,23,M,Particular,24452954,0,Cali,Toyota,2007
2020-06-12,2020-09-12,Cerrado,2176612,0,65,F,Comercial,24573967,5,Medellin,Toyota,2015
2021-05-31,2021-09-30,Cerrado,1180439,0,44,M,Particular,53379170,12,Cartagena,Toyota,2017
2020-01-17,2020-05-17,Cerrado,32277514,0,22,M,Comercial,42980401,17,Bogota,Renault,2002
2021-02-21,2021-05-21,Cerrado,2885044,0,32,F,Particular,111054470,10,Cali,Chevrolet,2020
2020-09-29,2021-04-29,Cerrado,1948124,0,49,M,Particular,99352717,7,Barranquilla,Toyota,2020
2023-07-15,2023-09-15,Cerrado,902553,0,54,F,Particular,90001442,15,Medellin,Mazda,2010
2020-10-03,2021-01-03,Cerrado,695762,0,37,F,Particular,98114302,15,Barranquilla,Toyota,2004
2018-08-03,2018-09-03,Cerrado,2971729,0,20,M,Particular,72642241,3,Bogota,Toyota,2013
2023-12-06,2024-04-06,Cerrado,612683,0,49,F,Comercial,70782596,1,Barranquilla,Mazda,2008
2018-08-15,2018-08-15,Cerrado,34770398,0,52,M,Particular,46804176,7,Barranquilla,Nissan,2010
2020-06-09,2020-06-09,Cerrado,30010452,0,73,F,Particular,30295048,19,Cartagena,Nissan,2021
2024-10-27,,Abierto,0,726358,19,F,Particular,86621841,4,Cali,Renault,2016
2022-06-20,2022-08-20,Cerrado,2225273,0,30,M,Particular,21647982,18,Medellin,Mazda,2008
2023-07-20,2023-07-20,Cerrado,1022032,0,22,M,Particular,50798726,0,Medellin,Nissan,2005
2021-12-31,2021-12-31,Cerrado,1523669,0,19,F,Particular,36399526,0,Medellin,Toyota,2016
2018-01-12,2018-03-12,Cerrado,31425439,0,61,F,Particular,87247994,5,Cali,Toyota,2007
2021-02-19,2021-11-19,Cerrado,711112,0,62,M,Particular,39322288,2,Cartagena,Nissan,2002
2024-12-11,2024-12-11,Cerrado,38219722,0,26,M,Particular,107964679,3,Cartagena,Chevrolet,2017
2022-04-23,2023-01-23,Cerrado,1967589,0,58,M,Particular,57025190,18,Barranquilla,Renault,2018
2021-07-27,2022-02-27,Cerrado,2636427,0,27,F,Comercial,118392775,2,Cali,Nissan,2013
2020-01-12,2020-07-12,Cerrado,678061,0,67,M,Particular,69163528,2,Bogota,Mazda,2013
2021-09-22,2023-09-22,Cerrado,694376,0,71,M,Particular,108190936,5,Medellin,Renault,2002
2024-01-25,,Abierto,0,1954263,60,M,Comercial,90854259,1,Cali,Chevrolet,2021
2023-05-31,2023-10-31,Cerrado,39382725,0,52,M,Particular,56526687,0,Bogota,Toyota,2013
2021-08-17,2021-08-17,Cerrado,942397,0,33,F,Particular,99358490,15,Medellin,Mazda,2008
2024-02-26,2024-10-26,Cerrado,2098428,0,52,F,Particular,53721255,0,Cali,Chevrolet,2017
2023-04-01,2023-04-01,Cerrado,2432745,0,54,F,Particular,73744245,8,Cartagena,Chevrolet,2001
2021-10-21,2022-01-21,Cerrado,2832298,0,35,F,Particular,77508512,14,Cali,Chevrolet,2008
2022-10-09,2023-04-09,Cerrado,2979267,0,73,F,Particular,49722995,15,Cartagena,Renault,2007
2020-02-13,2020-03-13,Cerrado,2489096,0,58,F,Particular,42914069,8,Bogota,Chevrolet,2001
2023-11-15,2024-07-15,Cerrado,1555122,0,65,F,Particular,82885426,9,Cartagena,Toyota,2011
2023-10-20,2024-02-20,Cerrado,2298493,0,28,M,Particular,107441569,9,Barranquilla,Chevrolet,2004
2020-09-19,2021-01-19,Cerrado,34080635,0,30,M,Particular,40875613,8,Bogota,Mazda,2000
2023-01-13,2023-09-13,Cerrado,2298621,0,63,M,Comercial,89665812,4,Medellin,Nissan,2019
2023-02-28,2023-06-28,Cerrado,1162574,0,21,M,Particular,102575135,11,Cartagena,Toyota,2019
2024-08-01,2024-10-01,Cerrado,1618845,0,34,F,Particular,37411031,12,Barranquilla,Nissan,2005
2020-03-22,2020-05-22,Cerrado,2434570,0,60,F,Particular,22231387,1,Bogota,Renault,2005
2024-04-20,,Abierto,0,2444659,69,M,Particular,118030157,6,Barranquilla,Nissan,2019
2023-02-19,2023-11-19,Cerrado,2539302,0,21,M,Particular,55779727,12,Cali,Chevrolet,2016
2018-01-04,2018-03-04,Cerrado,1409886,0,52,F,Particular,30535494,7,Medellin,Mazda,2000
2022-01-26,2022-04-26,Cerrado,2251201,0,61,M,Particular,20011424,11,Barranquilla,Nissan,2012
2024-01-02,,Abierto,0,33572896,52,M,Particular,75074590,10,Cartagena,Toyota,2017
2018-06-14,2021-04-14,Cerrado,1815036,0,68,F,Particular,21776641,0,Barranquilla,Chevrolet,2018
2018-12-10,2019-07-10,Cerrado,1461880,0,22,M,Particular,47393946,3,Bogota,Chevrolet,2008
2023-03-13,2023-12-13,Cerrado,2509337,0,38,F,Particular,38756605,0,Medellin,Nissan,2022
2021-02-02,2021-11-02,Cerrado,1230707,0,67,M,Particular,78834170,5,Cali,Mazda,2021
2021-08-30,2021-12-30,Cerrado,2402345,0,46,F,Comercial,48266236,7,Cali,Mazda,2003
2022-06-10,2022-06-10,Cerrado,2229326,0,42,F,Comercial,26422185,5,Medellin,Nissan,2008
2024-09-22,,Abierto,0,2389109,24,F,Comercial,69267678,16,Cali,Nissan,2022
2024-10-19,2024-11-19,Cerrado,2546851,0,46,F,Particular,70563411,10,Medellin,Renault,2022
2021-08-31,2021-11-30,Cerrado,1249357,0,21,M,Particular,102593206,14,Cali,Mazda,2009
2019-06-26,2019-09-26,Cerrado,2240283,0,28,M,Particular,26680625,3,Cali,Renault,2010
2019-09-05,2020-01-05,Cerrado,1138792,0,71,M,Particular,22396056,10,Cartagena,Nissan,2022
2020-06-18,2020-11-18,Cerrado,1343388,0,54,M,Particular,107069780,1,Cartagena,Toyota,2011
2023-02-28,2023-08-28,Cerrado,1632786,0,39,F,Particular,83705854,17,Cali,Renault,2022
2020-11-21,2021-05-21,Cerrado,1124725,0,50,F,Particular,93389342,0,Cali,Nissan,2022
2022-06-11,2022-08-11,Cerrado,37123901,0,51,M,Particular,90631504,4,Cartagena,Renault,2017
2022-01-26,2022-09-26,Cerrado,1840260,0,29,F,Particular,112393072,15,Cali,Toyota,2018
2024-07-18,,Abierto,0,2124555,57,M,Comercial,33297326,5,Medellin,Renault,2005
2021-06-09,2021-11-09,Cerrado,1740549,0,73,M,Particular,71058297,1,Barranquilla,Nissan,2016
2018-05-09,2019-08-09,Cerrado,894404,0,38,F,Particular,55249466,14,Medellin,Toyota,2018
2020-11-08,2021-04-08,Cerrado,886872,0,58,M,Particular,55728812,9,Cali,Renault,2005
2018-12-23,2019-07-23,Cerrado,1649271,0,49,M,Particular,108832364,11,Bogota,Toyota,2017
2021-12-13,2021-12-13,Cerrado,2162139,0,45,M,Particular,89045589,19,Barranquilla,Chevrolet,2013
2018-03-22,2018-04-22,Cerrado,2402672,0,23,M,Particular,73209331,16,Medellin,Chevrolet,2021
2023-03-20,2023-12-20,Cerrado,1816717,0,19,F,Particular,30319971,16,Bogota,Toyota,2007
2021-02-15,2021-05-15,Cerrado,2611218,0,36,F,Comercial,117290297,16,Bogota,Mazda,2015
2023-02-21,2023-03-21,Cerrado,1760485,0,27,M,Comercial,92806381,16,Barranquilla,Toyota,2023
2020-03-01,2020-10-01,Cerrado,2945056,0,35,F,Particular,86138790,8,Barranquilla,Chevrolet,2000
2024-12-14,,Abierto,0,2260004,54,M,Particular,34788187,8,Cartagena,Toyota,2008
2023-03-14,2023-11-14,Cerrado,1043286,0,30,M,Particular,115848214,18,Cali,Nissan,2017
2018-08-13,2019-04-13,Cerrado,2817818,0,73,M,Comercial,40226067,10,Cartagena,Renault,2020
2024-10-02,,Abierto,0,741453,40,M,Particular,101236170,18,Cali,Renault,2019
2020-02-19,2020-10-19,Cerrado,2551957,0,18,F,Particular,33458036,1,Cali,Renault,2013
2018-05-17,2019-02-17,Cerrado,2378469,0,59,F,Comercial,87766117,7,Bogota,Nissan,2000
2018-08-14,2018-10-14,Cerrado,2648077,0,45,F,Particular,61532012,16,Cali,Chevrolet,2011
2021-06-06,2022-02-06,Cerrado,2901397,0,43,M,Particular,21414903,13,Barranquilla,Nissan,2017
2024-06-28,,Abierto,0,1139196,63,F,Particular,44461241,8,Cartagena,Toyota,2009
2020-03-22,2020-05-22,Cerrado,802632,0,63,F,Particular,70419927,14,Cartagena,Mazda,2017
2024-10-28,,Abierto,0,2004362,68,F,Comercial,45642916,0,Cali,Renault,2011
2023-04-25,2023-12-25,Cerrado,663467,0,44,M,Particular,80898018,3,Bogota,Chevrolet,2012
2018-01-07,2018-02-07,Cerrado,2739224,0,26,F,Particular,88158598,2,Cali,Renault,2021
2018-05-08,2018-08-08,Cerrado,930369,0,66,M,Particular,58573392,9,Barranquilla,Mazda,2009
2018-09-24,2021-02-24,Cerrado,879048,0,31,M,Particular,96535495,9,Medellin,Renault,2019
2020-07-16,2020-07-16,Cerrado,1231729,0,74,F,Particular,90628242,14,Barranquilla,Toyota,2019
2018-08-02,2018-10-02,Cerrado,2370018,0,45,M,Particular,77536368,7,Barranquilla,Renault,2021
2018-09-04,2019-04-04,Cerrado,2127675,0,23,F,Particular,55130582,3,Medellin,Mazda,2003
2022-06-30,,Abierto,0,2213791,57,F,Particular,27166889,13,Cali,Renault,2001
2022-06-07,2022-09-07,Cerrado,2792845,0,21,M,Particular,72490735,1,Cartagena,Mazda,2001
2023-01-02,2024-01-02,Cerrado,951324,0,39,M,Particular,48744181,15,Barranquilla,Nissan,2001
2019-02-25,2019-06-25,Cerrado,2346872,0,34,F,Particular,54595858,0,Medellin,Chevrolet,2022
2022-10-05,2023-02-05,Cerrado,1643299,0,29,M,Comercial,65066472,5,Bogota,Toyota,2022
2020-11-30,2023-11-30,Cerrado,1269997,0,36,F,Particular,103716855,9,Barranquilla,Chevrolet,2001
2021-10-03,2022-10-03,Cerrado,38741124,0,39,F,Particular,90383257,10,Cartagena,Toyota,2015
2018-05-23,2018-08-23,Cerrado,750608,0,31,M,Particular,109187111,9,Bogota,Chevrolet,2006
2023-12-29,2024-02-29,Cerrado,35965102,0,49,M,Comercial,77270055,17,Barranquilla,Toyota,2011
2023-11-25,2023-12-25,Cerrado,1087004,0,50,M,Particular,90762293,13,Medellin,Mazda,2010
2023-09-12,2024-03-12,Cerrado,37318350,0,27,F,Comercial,33931139,2,Bogota,Chevrolet,2016
2023-12-07,2024-04-07,Cerrado,37785201,0,41,M,Particular,37187509,0,Cartagena,Renault,2023
2022-12-29,2023-04-29,Cerrado,805264,0,30,M,Particular,111541970,7,Bogota,Toyota,2019
2018-08-17,2019-01-17,Cerrado,1912769,0,51,M,Comercial,111347359,11,Cartagena,Nissan,2005
2023-06-11,,Abierto,0,1304214,47,F,Particular,92121623,6,Cali,Chevrolet,2011
2020-04-09,2020-04-09,Cerrado,2106862,0,47,F,Particular,88987630,18,Barranquilla,Chevrolet,2005
2020-04-29,2020-09-29,Cerrado,1637918,0,63,M,Particular,82572351,11,Cartagena,Toyota,2005
2021-05-23,2021-05-23,Cerrado,30814394,0,68,F,Particular,74029637,13,Cartagena,Chevrolet,2011
2021-02-27,2021-10-27,Cerrado,2962859,0,48,M,Particular,59494314,1,Bogota,Renault,2010
2020-04-24,2020-04-24,Cerrado,2122354,0,22,M,Particular,27340841,19,Cali,Renault,2009
2024-05-08,,Abierto,0,34390009,44,M,Particular,64250719,7,Cali,Mazda,2018
2019-02-07,2020-09-07,Cerrado,1923340,0,55,M,Particular,58236803,4,Cali,Toyota,2019
2022-05-22,,Abierto,0,33378075,28,F,Comercial,28332141,0,Cali,Toyota,2015
2019-09-19,2019-10-19,Cerrado,1557348,0,31,F,Particular,70074930,6,Barranquilla,Nissan,2015
2022-12-29,,Abierto,0,1043855,42,F,Particular,115574096,12,Cartagena,Renault,2020
2020-09-07,2021-02-07,Cerrado,2056427,0,39,F,Particular,65955157,9,Bogota,Renault,2006
2020-12-12,2021-07-12,Cerrado,1151118,0,32,M,Particular,62023375,3,Medellin,Mazda,2009
2024-04-13,2024-04-13,Cerrado,1041459,0,38,F,Particular,118280421,15,Bogota,Mazda,2001
2024-07-12,2024-11-12,Cerrado,981251,0,18,M,Comercial,57552568,0,Cali,Toyota,2022
2018-02-02,2018-06-02,Cerrado,1932617,0,40,M,Particular,107667006,9,Bogota,Renault,2003
2020-03-09,2020-09-09,Cerrado,1609089,0,41,F,Particular,80380506,0,Barranquilla,Nissan,2016
2021-09-28,2021-10-28,Cerrado,668879,0,21,F,Comercial,101772289,4,Cartagena,Mazda,2008
2021-06-16,2022-02-16,Cerrado,2248887,0,44,M,Comercial,27855568,13,Barranquilla,Chevrolet,2020
2023-09-23,2024-04-23,Cerrado,914832,0,59,M,Comercial,34110860,16,Cali,Renault,2006
2018-10-31,2018-12-31,Cerrado,1323182,0,73,F,Particular,73129092,13,Cali,Mazda,2020
2022-08-21,,Abierto,0,34207782,18,M,Particular,101771428,15,Cartagena,Chevrolet,2019
2024-05-05,2024-05-05,Cerrado,36208571,0,39,F,Particular,84605822,1,Medellin,Renault,2018
2023-07-24,2023-11-24,Cerrado,2947515,0,66,M,Particular,53644185,1,Cartagena,Nissan,2017
2022-10-23,2023-01-23,Cerrado,950672,0,58,F,Particular,41297926,13,Barranquilla,Toyota,2009
2019-02-04,2019-09-04,Cerrado,1371006,0,63,F,Particular,113410177,0,Bogota,Nissan,2016
2020-07-10,2022-04-10,Cerrado,1217494,0,39,F,Particular,35648576,17,Cali,Chevrolet,2013
2024-10-14,,Abierto,0,899146,71,F,Comercial,61103175,19,Medellin,Chevrolet,2021
2019-02-25,2019-02-25,Cerrado,1780182,0,60,F,Particular,53779155,11,Cali,Chevrolet,2003
2023-12-19,,Abierto,0,1652348,63,M,Particular,82270964,11,Cali,Toyota,2000
2021-12-04,2022-03-04,Cerrado,32673041,0,49,F,Particular,55636825,10,Medellin,Toyota,2005
2021-06-02,2021-07-02,Cerrado,2369907,0,54,F,Particular,51671186,18,Barranquilla,Chevrolet,2015
2021-03-12,2021-08-12,Cerrado,816380,0,67,F,Particular,24476190,10,Medellin,Toyota,2019
2019-08-01,2021-07-01,Cerrado,2133188,0,26,M,Particular,23773324,10,Barranquilla,Chevrolet,2022
2019-06-24,2019-06-24,Cerrado,2498726,0,48,F,Particular,105124419,13,Bogota,Toyota,2010
2023-12-13,2024-07-13,Cerrado,1027024,0,58,M,Particular,88992998,0,Bogota,Chevrolet,2005
2021-05-20,2021-09-20,Cerrado,2525718,0,36,F,Particular,67136648,13,Barranquilla,Mazda,2010
2020-07-22,2021-02-22,Cerrado,2446561,0,53,F,Particular,41946095,14,Cali,Chevrolet,2023
2021-12-31,2022-03-31,Cerrado,1940896,0,31,M,Comercial,43082692,8,Cartagena,Renault,2015
2019-08-15,2022-04-15,Cerrado,748111,0,32,F,Particular,50152438,19,Barranquilla,Renault,2023
2021-06-15,2021-07-15,Cerrado,1302339,0,56,M,Particular,35451903,19,Barranquilla,Toyota,2006
2019-10-06,2019-11-06,Cerrado,1776851,0,18,F,Comercial,87437690,14,Barranquilla,Toyota,2016
2018-11-24,2018-11-24,Cerrado,2710559,0,72,F,Particular,115344981,16,Barranquilla,Toyota,2000
2021-02-16,2021-11-16,Cerrado,1958945,0,71,F,Comercial,105242014,2,Bogota,Chevrolet,2002
2023-09-25,2023-10-25,Cerrado,2586482,0,74,F,Particular,82736206,14,Cali,Toyota,2012
2023-11-02,2024-02-02,Cerrado,1701228,0,73,F,Particular,105032974,8,Bogota,Renault,2013
2018-12-18,2019-02-18,Cerrado,2910002,0,47,M,Particular,90022432,18,Barranquilla,Renault,2015
2020-11-02,2021-03-02,Cerrado,2807152,0,36,F,Comercial,20561791,0,Cali,Chevrolet,2007
2019-09-29,2020-06-29,Cerrado,2919079,0,25,F,Comercial,106012012,10,Medellin,Mazda,2017
2021-04-10,2023-10-10,Cerrado,2164124,0,21,M,Particular,97452244,3,Barranquilla,Mazda,2015
2018-08-22,2020-04-22,Cerrado,1148279,0,60,F,Particular,82138025,16,Bogota,Chevrolet,2006
2020-02-20,2021-05-20,Cerrado,2820713,0,20,F,Particular,102447050,6,Bogota,Renault,2007
2021-11-19,2022-04-19,Cerrado,37123676,0,60,F,Particular,40806810,12,Bogota,Mazda,2022
2020-07-21,2021-05-21,Cerrado,2201052,0,65,M,Particular,70845380,19,Barranquilla,Nissan,2010
2022-12-29,2023-09-29,Cerrado,1863582,0,53,M,Particular,78228919,9,Cali,Mazda,2006
2020-05-10,2020-08-10,Cerrado,2373930,0,38,M,Particular,78586777,16,Bogota,Mazda,2000
2021-05-15,2021-08-15,Cerrado,1568660,0,38,F,Comercial,80116435,2,Cali,Chevrolet,2006
2024-01-05,2024-07-05,Cerrado,2031707,0,38,F,Particular,60493651,6,Cartagena,Chevrolet,2015
2018-10-27,2021-06-27,Cerrado,33991138,0,25,M,Particular,69329955,8,Bogota,Nissan,2012
2023-05-10,2023-06-10,Cerrado,1854614,0,51,F,Comercial,35065891,8,Bogota,Renault,2005
2022-01-16,2024-12-16,Cerrado,2772284,0,71,F,Particular,29307981,10,Cali,Nissan,2018
2023-07-17,2023-08-17,Cerrado,1707388,0,67,M,Comercial,59123822,14,Medellin,Nissan,2008
2024-08-27,,Abierto,0,2749542,22,M,Comercial,89411214,6,Cali,Renault,2011
2023-05-25,2023-08-25,Cerrado,1840692,0,66,F,Particular,59887673,0,Bogota,Renault,2015
2019-06-18,2019-11-18,Cerrado,2710216,0,46,M,Particular,107729091,7,Cartagena,Chevrolet,2007
2021-06-10,2024-01-10,Cerrado,2337940,0,54,F,Particular,59906682,4,Medellin,Toyota,2010
2022-07-16,2023-02-16,Cerrado,36297973,0,45,F,Particular,100160492,13,Medellin,Nissan,2007
2021-02-26,2021-05-26,Cerrado,980757,0,30,F,Particular,24754414,4,Cartagena,Nissan,2015
2022-10-19,2023-05-19,Cerrado,1279977,0,42,M,Particular,91901076,4,Medellin,Toyota,2001
2022-08-11,2023-01-11,Cerrado,36179088,0,30,M,Particular,49297356,2,Bogota,Chevrolet,2004
